[2024-04-18 11:28:59] test resnet18
model total parameters: 11,178,564
learning rate=0.005
Epoch [1/25], phase: train, samples: 992, Loss: 0.3806, Top-1 Accuracy: 36.19%, Top-3 Accuracy: 82.46%
Epoch [11/25], phase: train, samples: 992, Loss: 0.1465, Top-1 Accuracy: 76.81%, Top-3 Accuracy: 98.99%
Epoch [11/25], phase: val, samples: 248, Loss: 0.1580, Top-1 Accuracy: 72.58%, Top-3 Accuracy: 98.39%
Epoch [12/25], phase: train, samples: 992, Loss: 0.1331, Top-1 Accuracy: 79.13%, Top-3 Accuracy: 99.19%
Epoch [12/25], phase: val, samples: 248, Loss: 0.1857, Top-1 Accuracy: 72.98%, Top-3 Accuracy: 97.58%
Epoch [13/25], phase: train, samples: 992, Loss: 0.1252, Top-1 Accuracy: 81.25%, Top-3 Accuracy: 99.19%
Epoch [13/25], phase: val, samples: 248, Loss: 0.1547, Top-1 Accuracy: 72.58%, Top-3 Accuracy: 98.39%
Epoch [14/25], phase: train, samples: 992, Loss: 0.1079, Top-1 Accuracy: 83.37%, Top-3 Accuracy: 99.29%
Epoch [14/25], phase: val, samples: 248, Loss: 0.2171, Top-1 Accuracy: 67.74%, Top-3 Accuracy: 98.79%
Epoch [15/25], phase: train, samples: 992, Loss: 0.0951, Top-1 Accuracy: 85.79%, Top-3 Accuracy: 99.29%
Epoch [15/25], phase: val, samples: 248, Loss: 0.3083, Top-1 Accuracy: 67.34%, Top-3 Accuracy: 96.77%
Epoch [16/25], phase: train, samples: 992, Loss: 0.0857, Top-1 Accuracy: 88.10%, Top-3 Accuracy: 99.40%
Epoch [16/25], phase: val, samples: 248, Loss: 0.2123, Top-1 Accuracy: 69.35%, Top-3 Accuracy: 100.00%
Epoch [17/25], phase: train, samples: 992, Loss: 0.0810, Top-1 Accuracy: 87.90%, Top-3 Accuracy: 99.70%
Epoch [17/25], phase: val, samples: 248, Loss: 0.2432, Top-1 Accuracy: 71.77%, Top-3 Accuracy: 98.79%
Epoch [18/25], phase: train, samples: 992, Loss: 0.0655, Top-1 Accuracy: 90.52%, Top-3 Accuracy: 99.90%
Epoch [18/25], phase: val, samples: 248, Loss: 0.3284, Top-1 Accuracy: 65.73%, Top-3 Accuracy: 98.39%
Epoch [19/25], phase: train, samples: 992, Loss: 0.0687, Top-1 Accuracy: 89.82%, Top-3 Accuracy: 99.60%
Epoch [19/25], phase: val, samples: 248, Loss: 0.2186, Top-1 Accuracy: 73.79%, Top-3 Accuracy: 98.39%
Epoch [20/25], phase: train, samples: 992, Loss: 0.0519, Top-1 Accuracy: 92.94%, Top-3 Accuracy: 99.80%
Epoch [20/25], phase: val, samples: 248, Loss: 0.2037, Top-1 Accuracy: 79.03%, Top-3 Accuracy: 98.79%
Epoch [21/25], phase: train, samples: 992, Loss: 0.0564, Top-1 Accuracy: 92.94%, Top-3 Accuracy: 99.80%
Epoch [21/25], phase: val, samples: 248, Loss: 0.1690, Top-1 Accuracy: 81.05%, Top-3 Accuracy: 98.79%
Epoch [22/25], phase: train, samples: 992, Loss: 0.0494, Top-1 Accuracy: 93.04%, Top-3 Accuracy: 99.90%
Epoch [22/25], phase: val, samples: 248, Loss: 0.1825, Top-1 Accuracy: 82.66%, Top-3 Accuracy: 97.98%
Epoch [23/25], phase: train, samples: 992, Loss: 0.0298, Top-1 Accuracy: 95.56%, Top-3 Accuracy: 99.90%
Epoch [23/25], phase: val, samples: 248, Loss: 0.2222, Top-1 Accuracy: 78.23%, Top-3 Accuracy: 98.39%
Epoch [24/25], phase: train, samples: 992, Loss: 0.0271, Top-1 Accuracy: 96.17%, Top-3 Accuracy: 99.90%
Epoch [24/25], phase: val, samples: 248, Loss: 0.2147, Top-1 Accuracy: 79.44%, Top-3 Accuracy: 98.39%
Epoch [25/25], phase: train, samples: 992, Loss: 0.0368, Top-1 Accuracy: 94.66%, Top-3 Accuracy: 100.00%
Epoch [25/25], phase: val, samples: 248, Loss: 0.2424, Top-1 Accuracy: 78.23%, Top-3 Accuracy: 98.39%
Elapsed time: 1436.0621979236603 seconds
weight saved as: resnet18.pt
[2024-04-18 11:52:55] test mobileNet_v2
model total parameters: 2,228,996
learning rate=0.005
Epoch [1/25], phase: train, samples: 992, Loss: 0.3606, Top-1 Accuracy: 38.81%, Top-3 Accuracy: 86.90%
Epoch [1/25], phase: val, samples: 248, Loss: 0.3090, Top-1 Accuracy: 42.74%, Top-3 Accuracy: 89.92%
Epoch [2/25], phase: train, samples: 992, Loss: 0.3094, Top-1 Accuracy: 45.26%, Top-3 Accuracy: 88.71%
Epoch [2/25], phase: val, samples: 248, Loss: 0.3050, Top-1 Accuracy: 47.18%, Top-3 Accuracy: 86.69%
Epoch [3/25], phase: train, samples: 992, Loss: 0.2997, Top-1 Accuracy: 46.07%, Top-3 Accuracy: 89.52%
Epoch [3/25], phase: val, samples: 248, Loss: 0.2930, Top-1 Accuracy: 44.76%, Top-3 Accuracy: 91.53%
Epoch [4/25], phase: train, samples: 992, Loss: 0.2878, Top-1 Accuracy: 49.70%, Top-3 Accuracy: 91.73%
Epoch [4/25], phase: val, samples: 248, Loss: 0.2907, Top-1 Accuracy: 50.81%, Top-3 Accuracy: 86.29%
Epoch [5/25], phase: train, samples: 992, Loss: 0.2755, Top-1 Accuracy: 49.50%, Top-3 Accuracy: 92.14%
Epoch [5/25], phase: val, samples: 248, Loss: 0.2353, Top-1 Accuracy: 61.29%, Top-3 Accuracy: 93.55%
Epoch [6/25], phase: train, samples: 992, Loss: 0.2601, Top-1 Accuracy: 54.23%, Top-3 Accuracy: 93.25%
Epoch [6/25], phase: val, samples: 248, Loss: 0.2501, Top-1 Accuracy: 55.65%, Top-3 Accuracy: 92.34%
Epoch [7/25], phase: train, samples: 992, Loss: 0.2583, Top-1 Accuracy: 56.15%, Top-3 Accuracy: 93.65%
Epoch [7/25], phase: val, samples: 248, Loss: 0.2775, Top-1 Accuracy: 49.60%, Top-3 Accuracy: 92.74%
Epoch [8/25], phase: train, samples: 992, Loss: 0.2805, Top-1 Accuracy: 53.23%, Top-3 Accuracy: 92.74%
Epoch [8/25], phase: val, samples: 248, Loss: 0.2651, Top-1 Accuracy: 50.40%, Top-3 Accuracy: 91.53%
Epoch [9/25], phase: train, samples: 992, Loss: 0.2631, Top-1 Accuracy: 54.44%, Top-3 Accuracy: 93.85%
Epoch [9/25], phase: val, samples: 248, Loss: 0.2388, Top-1 Accuracy: 56.45%, Top-3 Accuracy: 94.35%
Epoch [10/25], phase: train, samples: 992, Loss: 0.2566, Top-1 Accuracy: 54.74%, Top-3 Accuracy: 94.15%
Epoch [10/25], phase: val, samples: 248, Loss: 0.2441, Top-1 Accuracy: 56.45%, Top-3 Accuracy: 94.35%
Epoch [11/25], phase: train, samples: 992, Loss: 0.2593, Top-1 Accuracy: 52.62%, Top-3 Accuracy: 93.65%
Epoch [11/25], phase: val, samples: 248, Loss: 0.2665, Top-1 Accuracy: 51.21%, Top-3 Accuracy: 93.95%
Epoch [12/25], phase: train, samples: 992, Loss: 0.2617, Top-1 Accuracy: 53.12%, Top-3 Accuracy: 93.75%
Epoch [12/25], phase: val, samples: 248, Loss: 0.2292, Top-1 Accuracy: 54.03%, Top-3 Accuracy: 96.37%
Epoch [13/25], phase: train, samples: 992, Loss: 0.2472, Top-1 Accuracy: 57.76%, Top-3 Accuracy: 94.96%
Epoch [13/25], phase: val, samples: 248, Loss: 0.2826, Top-1 Accuracy: 51.61%, Top-3 Accuracy: 93.95%
Epoch [14/25], phase: train, samples: 992, Loss: 0.2443, Top-1 Accuracy: 57.86%, Top-3 Accuracy: 95.67%
Epoch [14/25], phase: val, samples: 248, Loss: 0.2146, Top-1 Accuracy: 62.90%, Top-3 Accuracy: 96.37%
Epoch [15/25], phase: train, samples: 992, Loss: 0.2377, Top-1 Accuracy: 59.27%, Top-3 Accuracy: 95.67%
Epoch [15/25], phase: val, samples: 248, Loss: 0.2320, Top-1 Accuracy: 59.68%, Top-3 Accuracy: 96.77%
Epoch [16/25], phase: train, samples: 992, Loss: 0.2318, Top-1 Accuracy: 60.69%, Top-3 Accuracy: 95.26%
Epoch [16/25], phase: val, samples: 248, Loss: 0.2320, Top-1 Accuracy: 61.29%, Top-3 Accuracy: 95.56%
Epoch [17/25], phase: train, samples: 992, Loss: 0.2464, Top-1 Accuracy: 57.46%, Top-3 Accuracy: 95.26%
Epoch [17/25], phase: val, samples: 248, Loss: 0.2170, Top-1 Accuracy: 61.69%, Top-3 Accuracy: 96.77%
Epoch [18/25], phase: train, samples: 992, Loss: 0.2408, Top-1 Accuracy: 56.96%, Top-3 Accuracy: 95.36%
Epoch [18/25], phase: val, samples: 248, Loss: 0.2914, Top-1 Accuracy: 49.60%, Top-3 Accuracy: 89.52%
Epoch [19/25], phase: train, samples: 992, Loss: 0.2441, Top-1 Accuracy: 57.36%, Top-3 Accuracy: 95.16%
Epoch [19/25], phase: val, samples: 248, Loss: 0.2810, Top-1 Accuracy: 52.82%, Top-3 Accuracy: 93.55%
Epoch [20/25], phase: train, samples: 992, Loss: 0.2427, Top-1 Accuracy: 57.86%, Top-3 Accuracy: 94.66%
Epoch [20/25], phase: val, samples: 248, Loss: 0.2485, Top-1 Accuracy: 53.23%, Top-3 Accuracy: 93.55%
Epoch [21/25], phase: train, samples: 992, Loss: 0.2307, Top-1 Accuracy: 59.98%, Top-3 Accuracy: 96.67%
Epoch [21/25], phase: val, samples: 248, Loss: 0.2284, Top-1 Accuracy: 58.06%, Top-3 Accuracy: 95.56%
Epoch [22/25], phase: train, samples: 992, Loss: 0.2241, Top-1 Accuracy: 59.78%, Top-3 Accuracy: 96.57%
Epoch [22/25], phase: val, samples: 248, Loss: 0.2390, Top-1 Accuracy: 61.69%, Top-3 Accuracy: 95.56%
Epoch [23/25], phase: train, samples: 992, Loss: 0.2140, Top-1 Accuracy: 62.30%, Top-3 Accuracy: 96.67%
Epoch [23/25], phase: val, samples: 248, Loss: 0.2147, Top-1 Accuracy: 65.32%, Top-3 Accuracy: 95.97%
Epoch [24/25], phase: train, samples: 992, Loss: 0.2140, Top-1 Accuracy: 63.81%, Top-3 Accuracy: 96.88%
Epoch [24/25], phase: val, samples: 248, Loss: 0.2085, Top-1 Accuracy: 62.50%, Top-3 Accuracy: 96.77%
Epoch [25/25], phase: train, samples: 992, Loss: 0.2050, Top-1 Accuracy: 65.22%, Top-3 Accuracy: 96.67%
Epoch [25/25], phase: val, samples: 248, Loss: 0.2071, Top-1 Accuracy: 70.16%, Top-3 Accuracy: 95.16%
Elapsed time: 1420.3565518856049 seconds
weight saved as: mobileNet_v2.pt

[2024-04-18 12:57:52] test mod_face_a
model total parameters: 18,008
learning rate=0.005
Epoch [1/25], phase: train, samples: 992, Loss: 0.3119, Top-1 Accuracy: 42.74%, Top-3 Accuracy: 89.92%
Epoch [1/25], phase: val, samples: 248, Loss: 0.4529, Top-1 Accuracy: 38.71%, Top-3 Accuracy: 81.45%
Epoch [2/25], phase: train, samples: 992, Loss: 0.2828, Top-1 Accuracy: 49.70%, Top-3 Accuracy: 94.35%
Epoch [2/25], phase: val, samples: 248, Loss: 0.4663, Top-1 Accuracy: 41.13%, Top-3 Accuracy: 86.29%
Epoch [3/25], phase: train, samples: 992, Loss: 0.2699, Top-1 Accuracy: 52.72%, Top-3 Accuracy: 93.95%
Epoch [3/25], phase: val, samples: 248, Loss: 0.3142, Top-1 Accuracy: 50.40%, Top-3 Accuracy: 89.11%
Epoch [4/25], phase: train, samples: 992, Loss: 0.2588, Top-1 Accuracy: 55.04%, Top-3 Accuracy: 94.15%
Epoch [4/25], phase: val, samples: 248, Loss: 0.2993, Top-1 Accuracy: 55.65%, Top-3 Accuracy: 87.50%
Epoch [5/25], phase: train, samples: 992, Loss: 0.2532, Top-1 Accuracy: 56.75%, Top-3 Accuracy: 94.66%
Epoch [5/25], phase: val, samples: 248, Loss: 0.2671, Top-1 Accuracy: 54.84%, Top-3 Accuracy: 95.56%
Epoch [6/25], phase: train, samples: 992, Loss: 0.2470, Top-1 Accuracy: 57.46%, Top-3 Accuracy: 94.96%
Epoch [6/25], phase: val, samples: 248, Loss: 0.2373, Top-1 Accuracy: 65.73%, Top-3 Accuracy: 93.15%
Epoch [7/25], phase: train, samples: 992, Loss: 0.2406, Top-1 Accuracy: 60.18%, Top-3 Accuracy: 95.06%
Epoch [7/25], phase: val, samples: 248, Loss: 0.3614, Top-1 Accuracy: 43.15%, Top-3 Accuracy: 86.69%
Epoch [8/25], phase: train, samples: 992, Loss: 0.2440, Top-1 Accuracy: 58.77%, Top-3 Accuracy: 95.56%
Epoch [8/25], phase: val, samples: 248, Loss: 0.2299, Top-1 Accuracy: 60.89%, Top-3 Accuracy: 95.16%
Epoch [9/25], phase: train, samples: 992, Loss: 0.2316, Top-1 Accuracy: 60.79%, Top-3 Accuracy: 96.17%
Epoch [9/25], phase: val, samples: 248, Loss: 0.2162, Top-1 Accuracy: 62.90%, Top-3 Accuracy: 94.35%
Epoch [10/25], phase: train, samples: 992, Loss: 0.2221, Top-1 Accuracy: 62.80%, Top-3 Accuracy: 96.47%
Epoch [10/25], phase: val, samples: 248, Loss: 0.2175, Top-1 Accuracy: 64.92%, Top-3 Accuracy: 94.76%
Epoch [11/25], phase: train, samples: 992, Loss: 0.2139, Top-1 Accuracy: 65.42%, Top-3 Accuracy: 97.08%
Epoch [11/25], phase: val, samples: 248, Loss: 0.2561, Top-1 Accuracy: 60.48%, Top-3 Accuracy: 95.97%
Epoch [12/25], phase: train, samples: 992, Loss: 0.2099, Top-1 Accuracy: 65.73%, Top-3 Accuracy: 97.18%
Epoch [12/25], phase: val, samples: 248, Loss: 0.2608, Top-1 Accuracy: 59.68%, Top-3 Accuracy: 95.56%
Epoch [13/25], phase: train, samples: 992, Loss: 0.1992, Top-1 Accuracy: 68.65%, Top-3 Accuracy: 97.48%
Epoch [13/25], phase: val, samples: 248, Loss: 0.2116, Top-1 Accuracy: 66.13%, Top-3 Accuracy: 96.77%
Epoch [14/25], phase: train, samples: 992, Loss: 0.1902, Top-1 Accuracy: 69.25%, Top-3 Accuracy: 97.68%
Epoch [14/25], phase: val, samples: 248, Loss: 0.2378, Top-1 Accuracy: 57.26%, Top-3 Accuracy: 93.95%
Epoch [15/25], phase: train, samples: 992, Loss: 0.1856, Top-1 Accuracy: 70.26%, Top-3 Accuracy: 98.19%
Epoch [15/25], phase: val, samples: 248, Loss: 0.2294, Top-1 Accuracy: 58.87%, Top-3 Accuracy: 95.16%
Epoch [16/25], phase: train, samples: 992, Loss: 0.1893, Top-1 Accuracy: 68.65%, Top-3 Accuracy: 98.19%
Epoch [16/25], phase: val, samples: 248, Loss: 0.2211, Top-1 Accuracy: 60.89%, Top-3 Accuracy: 95.56%
Epoch [17/25], phase: train, samples: 992, Loss: 0.1823, Top-1 Accuracy: 70.67%, Top-3 Accuracy: 98.39%
Epoch [17/25], phase: val, samples: 248, Loss: 0.2344, Top-1 Accuracy: 62.10%, Top-3 Accuracy: 94.35%
Epoch [18/25], phase: train, samples: 992, Loss: 0.1712, Top-1 Accuracy: 72.28%, Top-3 Accuracy: 98.49%
Epoch [18/25], phase: val, samples: 248, Loss: 0.1810, Top-1 Accuracy: 73.39%, Top-3 Accuracy: 95.97%
Epoch [19/25], phase: train, samples: 992, Loss: 0.1671, Top-1 Accuracy: 72.58%, Top-3 Accuracy: 98.59%
Epoch [19/25], phase: val, samples: 248, Loss: 0.1951, Top-1 Accuracy: 67.74%, Top-3 Accuracy: 95.97%
Epoch [20/25], phase: train, samples: 992, Loss: 0.1613, Top-1 Accuracy: 73.99%, Top-3 Accuracy: 98.89%
Epoch [20/25], phase: val, samples: 248, Loss: 0.2284, Top-1 Accuracy: 62.90%, Top-3 Accuracy: 93.55%
Epoch [21/25], phase: train, samples: 992, Loss: 0.1584, Top-1 Accuracy: 73.79%, Top-3 Accuracy: 98.79%
Epoch [21/25], phase: val, samples: 248, Loss: 0.1856, Top-1 Accuracy: 74.60%, Top-3 Accuracy: 95.97%
Epoch [22/25], phase: train, samples: 992, Loss: 0.1588, Top-1 Accuracy: 74.09%, Top-3 Accuracy: 98.49%
Epoch [22/25], phase: val, samples: 248, Loss: 0.1899, Top-1 Accuracy: 70.16%, Top-3 Accuracy: 97.18%
Epoch [23/25], phase: train, samples: 992, Loss: 0.1520, Top-1 Accuracy: 75.10%, Top-3 Accuracy: 99.19%
Epoch [23/25], phase: val, samples: 248, Loss: 0.1597, Top-1 Accuracy: 77.02%, Top-3 Accuracy: 96.37%
Epoch [24/25], phase: train, samples: 992, Loss: 0.1482, Top-1 Accuracy: 76.51%, Top-3 Accuracy: 99.40%
Epoch [24/25], phase: val, samples: 248, Loss: 0.3212, Top-1 Accuracy: 55.24%, Top-3 Accuracy: 89.52%
Epoch [25/25], phase: train, samples: 992, Loss: 0.1489, Top-1 Accuracy: 74.40%, Top-3 Accuracy: 99.19%
Epoch [25/25], phase: val, samples: 248, Loss: 0.1779, Top-1 Accuracy: 74.60%, Top-3 Accuracy: 95.97%
Elapsed time: 1321.5594866275787 seconds
weight saved as: mod_face_a.pt
[2024-04-18 13:19:54] test mod_face_b
model total parameters: 5,208
learning rate=0.005
Epoch [1/25], phase: train, samples: 992, Loss: 0.3197, Top-1 Accuracy: 41.33%, Top-3 Accuracy: 85.79%
Epoch [1/25], phase: val, samples: 248, Loss: 1.1379, Top-1 Accuracy: 27.42%, Top-3 Accuracy: 67.74%
Epoch [2/25], phase: train, samples: 992, Loss: 0.2867, Top-1 Accuracy: 48.59%, Top-3 Accuracy: 89.62%
Epoch [2/25], phase: val, samples: 248, Loss: 0.3158, Top-1 Accuracy: 40.73%, Top-3 Accuracy: 90.32%
Epoch [3/25], phase: train, samples: 992, Loss: 0.2748, Top-1 Accuracy: 51.21%, Top-3 Accuracy: 92.14%
Epoch [3/25], phase: val, samples: 248, Loss: 0.2520, Top-1 Accuracy: 56.45%, Top-3 Accuracy: 93.95%
Epoch [4/25], phase: train, samples: 992, Loss: 0.2686, Top-1 Accuracy: 53.63%, Top-3 Accuracy: 93.15%
Epoch [4/25], phase: val, samples: 248, Loss: 0.2764, Top-1 Accuracy: 56.45%, Top-3 Accuracy: 93.55%
Epoch [5/25], phase: train, samples: 992, Loss: 0.2577, Top-1 Accuracy: 55.34%, Top-3 Accuracy: 93.75%
Epoch [5/25], phase: val, samples: 248, Loss: 0.3842, Top-1 Accuracy: 45.16%, Top-3 Accuracy: 81.45%
Epoch [6/25], phase: train, samples: 992, Loss: 0.2494, Top-1 Accuracy: 56.65%, Top-3 Accuracy: 94.15%
Epoch [6/25], phase: val, samples: 248, Loss: 0.2480, Top-1 Accuracy: 60.89%, Top-3 Accuracy: 89.92%
Epoch [7/25], phase: train, samples: 992, Loss: 0.2432, Top-1 Accuracy: 59.17%, Top-3 Accuracy: 94.66%
Epoch [7/25], phase: val, samples: 248, Loss: 0.2399, Top-1 Accuracy: 61.29%, Top-3 Accuracy: 91.53%
Epoch [8/25], phase: train, samples: 992, Loss: 0.2354, Top-1 Accuracy: 62.00%, Top-3 Accuracy: 95.16%
Epoch [8/25], phase: val, samples: 248, Loss: 0.2887, Top-1 Accuracy: 56.85%, Top-3 Accuracy: 90.32%
Epoch [9/25], phase: train, samples: 992, Loss: 0.2326, Top-1 Accuracy: 60.89%, Top-3 Accuracy: 95.56%
Epoch [9/25], phase: val, samples: 248, Loss: 0.2919, Top-1 Accuracy: 60.08%, Top-3 Accuracy: 92.74%
Epoch [10/25], phase: train, samples: 992, Loss: 0.2240, Top-1 Accuracy: 63.21%, Top-3 Accuracy: 96.07%
Epoch [10/25], phase: val, samples: 248, Loss: 0.2656, Top-1 Accuracy: 61.69%, Top-3 Accuracy: 94.76%
Epoch [11/25], phase: train, samples: 992, Loss: 0.2207, Top-1 Accuracy: 64.11%, Top-3 Accuracy: 95.97%
Epoch [11/25], phase: val, samples: 248, Loss: 0.2358, Top-1 Accuracy: 66.53%, Top-3 Accuracy: 94.76%
Epoch [12/25], phase: train, samples: 992, Loss: 0.2144, Top-1 Accuracy: 65.12%, Top-3 Accuracy: 96.27%
Epoch [12/25], phase: val, samples: 248, Loss: 0.3122, Top-1 Accuracy: 61.69%, Top-3 Accuracy: 90.73%
Epoch [13/25], phase: train, samples: 992, Loss: 0.2086, Top-1 Accuracy: 66.23%, Top-3 Accuracy: 97.08%
Epoch [13/25], phase: val, samples: 248, Loss: 0.2061, Top-1 Accuracy: 68.55%, Top-3 Accuracy: 91.53%
Epoch [14/25], phase: train, samples: 992, Loss: 0.2033, Top-1 Accuracy: 67.44%, Top-3 Accuracy: 97.48%
Epoch [14/25], phase: val, samples: 248, Loss: 0.2276, Top-1 Accuracy: 66.13%, Top-3 Accuracy: 89.11%
Epoch [15/25], phase: train, samples: 992, Loss: 0.1989, Top-1 Accuracy: 67.84%, Top-3 Accuracy: 97.68%
Epoch [15/25], phase: val, samples: 248, Loss: 0.2027, Top-1 Accuracy: 70.97%, Top-3 Accuracy: 93.95%
Epoch [16/25], phase: train, samples: 992, Loss: 0.1976, Top-1 Accuracy: 67.44%, Top-3 Accuracy: 98.19%
Epoch [16/25], phase: val, samples: 248, Loss: 0.2077, Top-1 Accuracy: 69.35%, Top-3 Accuracy: 92.34%
Epoch [17/25], phase: train, samples: 992, Loss: 0.1966, Top-1 Accuracy: 68.35%, Top-3 Accuracy: 97.58%
Epoch [17/25], phase: val, samples: 248, Loss: 0.1990, Top-1 Accuracy: 70.97%, Top-3 Accuracy: 95.97%
Epoch [18/25], phase: train, samples: 992, Loss: 0.1919, Top-1 Accuracy: 68.95%, Top-3 Accuracy: 98.29%
Epoch [18/25], phase: val, samples: 248, Loss: 0.1891, Top-1 Accuracy: 72.98%, Top-3 Accuracy: 97.18%
Epoch [19/25], phase: train, samples: 992, Loss: 0.1886, Top-1 Accuracy: 69.05%, Top-3 Accuracy: 98.39%
Epoch [19/25], phase: val, samples: 248, Loss: 0.2110, Top-1 Accuracy: 68.95%, Top-3 Accuracy: 91.94%
Epoch [20/25], phase: train, samples: 992, Loss: 0.1861, Top-1 Accuracy: 70.67%, Top-3 Accuracy: 98.39%
Epoch [20/25], phase: val, samples: 248, Loss: 0.1928, Top-1 Accuracy: 72.98%, Top-3 Accuracy: 97.18%
Epoch [21/25], phase: train, samples: 992, Loss: 0.1849, Top-1 Accuracy: 70.26%, Top-3 Accuracy: 98.49%
Epoch [21/25], phase: val, samples: 248, Loss: 0.1959, Top-1 Accuracy: 68.95%, Top-3 Accuracy: 97.58%
Epoch [22/25], phase: train, samples: 992, Loss: 0.1833, Top-1 Accuracy: 70.16%, Top-3 Accuracy: 98.89%
Epoch [22/25], phase: val, samples: 248, Loss: 0.1964, Top-1 Accuracy: 71.77%, Top-3 Accuracy: 97.18%
Epoch [23/25], phase: train, samples: 992, Loss: 0.1796, Top-1 Accuracy: 71.47%, Top-3 Accuracy: 98.59%
Epoch [23/25], phase: val, samples: 248, Loss: 0.1915, Top-1 Accuracy: 72.18%, Top-3 Accuracy: 96.37%
Epoch [24/25], phase: train, samples: 992, Loss: 0.1781, Top-1 Accuracy: 69.86%, Top-3 Accuracy: 98.69%
Epoch [24/25], phase: val, samples: 248, Loss: 0.2059, Top-1 Accuracy: 70.56%, Top-3 Accuracy: 95.56%
Epoch [25/25], phase: train, samples: 992, Loss: 0.1746, Top-1 Accuracy: 71.27%, Top-3 Accuracy: 98.69%
Epoch [25/25], phase: val, samples: 248, Loss: 0.2128, Top-1 Accuracy: 72.58%, Top-3 Accuracy: 95.16%
Elapsed time: 1254.5631546974182 seconds
weight saved as: mod_face_b.pt
[2024-04-18 13:40:49] test SimpleCNN_a
model total parameters: 19,049
learning rate=0.005
Epoch [1/25], phase: train, samples: 992, Loss: 0.3396, Top-1 Accuracy: 33.97%, Top-3 Accuracy: 85.69%
Epoch [1/25], phase: val, samples: 248, Loss: 0.3409, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [2/25], phase: train, samples: 992, Loss: 0.3348, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [2/25], phase: val, samples: 248, Loss: 0.3421, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [3/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [3/25], phase: val, samples: 248, Loss: 0.3427, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [4/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [4/25], phase: val, samples: 248, Loss: 0.3430, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [5/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [5/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [6/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
